"File name","Dimensions","Model","Lens","Shutter speed","Aperture","ISO","Focal length","Date Original","Keywords",
"211215-5629.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:16:24 PM","TLS - Time Lines",
"211215-5630.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:16:24 PM","TLS - Time Lines",
"211215-5631.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:16:25 PM","TLS - Time Lines",
"211215-5632.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:16:29 PM","TLS - Time Lines",
"211215-5633.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:16:29 PM","TLS - Time Lines",
"211215-5634.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:16:30 PM","TLS - Time Lines",
"211215-5635.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:16:35 PM","TLS - Time Lines",
"211215-5636.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:16:35 PM","TLS - Time Lines",
"211215-5637.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:16:35 PM","TLS - Time Lines",
"211215-5638.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:16:54 PM","TLS - Time Lines",
"211215-5639.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:16:54 PM","TLS - Time Lines",
"211215-5640.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:16:55 PM","TLS - Time Lines",
"211215-5641.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:16:55 PM","TLS - Time Lines",
"211215-5642.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:16:56 PM","TLS - Time Lines",
"211215-5643.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:16:56 PM","TLS - Time Lines",
"211215-5644.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:16:57 PM","TLS - Time Lines",
"211215-5645.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:17:05 PM","TLS - Time Lines",
"211215-5646.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:17:05 PM","TLS - Time Lines",
"211215-5647.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:17:05 PM","TLS - Time Lines",
"211215-5648.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:17:06 PM","TLS - Time Lines",
"211215-5649.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:17:06 PM","TLS - Time Lines",
"211215-5650.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:17:07 PM","TLS - Time Lines",
"211215-5651.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:17:30 PM","TLS - Time Lines",
"211215-5652.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:17:30 PM","TLS - Time Lines",
"211215-5653.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:17:30 PM","TLS - Time Lines",
"211215-5654.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:17:39 PM","TLS - Time Lines",
"211215-5655.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:17:39 PM","TLS - Time Lines",
"211215-5656.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:17:39 PM","TLS - Time Lines",
"211215-5657.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:17:56 PM","TLS - Time Lines",
"211215-5658.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:17:56 PM","TLS - Time Lines",
"211215-5659.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:17:56 PM","TLS - Time Lines",
"211215-5660.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:17:57 PM","TLS - Time Lines",
"211215-5661.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:17:57 PM","TLS - Time Lines",
"211215-5662.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:18:14 PM","TLS - Time Lines",
"211215-5663.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:18:14 PM","TLS - Time Lines",
"211215-5664.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:18:14 PM","TLS - Time Lines",
"211215-5665.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:18:15 PM","TLS - Time Lines",
"211215-5666.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:18:15 PM","TLS - Time Lines",
"211215-5667.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:18:16 PM","TLS - Time Lines",
"211215-5668.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:18:16 PM","TLS - Time Lines",
"211215-5669.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:18:17 PM","TLS - Time Lines",
"211215-5670.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:18:34 PM","TLS - Time Lines",
"211215-5671.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:18:34 PM","TLS - Time Lines",
"211215-5672.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:18:36 PM","TLS - Time Lines",
"211215-5673.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:18:36 PM","TLS - Time Lines",
"211215-5674.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:18:37 PM","TLS - Time Lines",
"211215-5675.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:18:37 PM","TLS - Time Lines",
"211215-5676.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:18:38 PM","TLS - Time Lines",
"211215-5677.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:18:38 PM","TLS - Time Lines",
"211215-5678.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:18:39 PM","TLS - Time Lines",
"211215-5679.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:18:39 PM","TLS - Time Lines",
"211215-5680.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:18:39 PM","TLS - Time Lines",
"211215-5681.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:18:46 PM","TLS - Time Lines",
"211215-5682.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:18:46 PM","TLS - Time Lines",
"211215-5683.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:18:46 PM","TLS - Time Lines",
"211215-5684.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:18:47 PM","TLS - Time Lines",
"211215-5685.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:18:48 PM","TLS - Time Lines",
"211215-5686.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:18:53 PM","TLS - Time Lines",
"211215-5687.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:18:54 PM","TLS - Time Lines",
"211215-5688.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:18:54 PM","TLS - Time Lines",
"211215-5689.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:18:54 PM","TLS - Time Lines",
"211215-5690.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:18:55 PM","TLS - Time Lines",
"211215-5691.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:18:55 PM","TLS - Time Lines",
"211215-5692.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:18:55 PM","TLS - Time Lines",
"211215-5693.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:18:55 PM","TLS - Time Lines",
"211215-5694.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:18:56 PM","TLS - Time Lines",
"211215-5695.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:18:56 PM","TLS - Time Lines",
"211215-5696.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:18:56 PM","TLS - Time Lines",
"211215-5697.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:00 PM","TLS - Time Lines",
"211215-5698.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:00 PM","TLS - Time Lines",
"211215-5699.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:01 PM","TLS - Time Lines",
"211215-5700.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:01 PM","TLS - Time Lines",
"211215-5701.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:01 PM","TLS - Time Lines",
"211215-5702.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:01 PM","TLS - Time Lines",
"211215-5703.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:02 PM","TLS - Time Lines",
"211215-5704.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:03 PM","TLS - Time Lines",
"211215-5705.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:04 PM","TLS - Time Lines",
"211215-5706.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:04 PM","TLS - Time Lines",
"211215-5707.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:04 PM","TLS - Time Lines",
"211215-5708.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:09 PM","TLS - Time Lines",
"211215-5709.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:09 PM","TLS - Time Lines",
"211215-5710.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:09 PM","TLS - Time Lines",
"211215-5711.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:10 PM","TLS - Time Lines",
"211215-5712.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:10 PM","TLS - Time Lines",
"211215-5713.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:16 PM","TLS - Time Lines",
"211215-5714.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:16 PM","TLS - Time Lines",
"211215-5715.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:16 PM","TLS - Time Lines",
"211215-5716.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:16 PM","TLS - Time Lines",
"211215-5717.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:17 PM","TLS - Time Lines",
"211215-5718.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:17 PM","TLS - Time Lines",
"211215-5719.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:17 PM","TLS - Time Lines",
"211215-5720.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:17 PM","TLS - Time Lines",
"211215-5721.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:18 PM","TLS - Time Lines",
"211215-5722.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:18 PM","TLS - Time Lines",
"211215-5723.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:26 PM","TLS - Time Lines",
"211215-5724.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:26 PM","TLS - Time Lines",
"211215-5725.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:26 PM","TLS - Time Lines",
"211215-5726.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:26 PM","TLS - Time Lines",
"211215-5727.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:27 PM","TLS - Time Lines",
"211215-5728.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:27 PM","TLS - Time Lines",
"211215-5729.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:27 PM","TLS - Time Lines",
"211215-5730.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:27 PM","TLS - Time Lines",
"211215-5731.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:28 PM","TLS - Time Lines",
"211215-5732.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:28 PM","TLS - Time Lines",
"211215-5733.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:28 PM","TLS - Time Lines",
"211215-5734.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:29 PM","TLS - Time Lines",
"211215-5735.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:29 PM","TLS - Time Lines",
"211215-5736.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:29 PM","TLS - Time Lines",
"211215-5737.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:29 PM","TLS - Time Lines",
"211215-5738.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:37 PM","TLS - Time Lines",
"211215-5739.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:37 PM","TLS - Time Lines",
"211215-5740.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:37 PM","TLS - Time Lines",
"211215-5741.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:37 PM","TLS - Time Lines",
"211215-5742.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:39 PM","TLS - Time Lines",
"211215-5743.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:40 PM","TLS - Time Lines",
"211215-5744.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:40 PM","TLS - Time Lines",
"211215-5745.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:40 PM","TLS - Time Lines",
"211215-5746.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:40 PM","TLS - Time Lines",
"211215-5747.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:41 PM","TLS - Time Lines",
"211215-5748.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:41 PM","TLS - Time Lines",
"211215-5749.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:41 PM","TLS - Time Lines",
"211215-5750.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:42 PM","TLS - Time Lines",
"211215-5751.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:53 PM","TLS - Time Lines",
"211215-5752.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:53 PM","TLS - Time Lines",
"211215-5753.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:53 PM","TLS - Time Lines",
"211215-5754.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:53 PM","TLS - Time Lines",
"211215-5755.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:19:54 PM","TLS - Time Lines",
"211215-5756.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:20:00 PM","TLS - Time Lines",
"211215-5757.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:20:00 PM","TLS - Time Lines",
"211215-5758.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:20:00 PM","TLS - Time Lines",
"211215-5759.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:20:00 PM","TLS - Time Lines",
"211215-5760.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:20:01 PM","TLS - Time Lines",
"211215-5761.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:20:05 PM","TLS - Time Lines",
"211215-5762.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","⅛ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 9:20:06 PM","TLS - Time Lines",
